This file was gnenerated on 2021-02-01 19:37:48.263729 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0     46.7773
       1    112.664
       2    132.587
       3    194.256
       4    244.982
       5    220.559
       6    200.209
       7    255.351
       8    106.811
       9    273.028
      10    586.235
      11   1119.98
      12   1594.29
      13   2008.83
      14   2752.56
      15   2326.99
      16   2249.09
      17   6098.01
      18   9732.75
      19  13641.3
      20  17429.5
      21  19712.6
      22  21206.5
      23  18732.7
      24   3231.5
      25   8173.26
      26  13217.7
      27  19197.3
      28  23824.4
      29  26319.2
      30  27713.6
      31  27263.5
      32   3410.67
      33   8643.97
      34  14432.8
      35  19768.9
      36  24392.1
      37  27790.8
      38  28856.6
      39  27733.1
      40   2112.57
      41   5986.66
      42  10571.4
      43  14533.1
      44  17485.7
      45  19572.8
      46  20932.7
      47  20019
      48    163.091
      49    231.342
      50    546.566
      51    850.378
      52   1236.33
      53   1781.59
      54   2644.78
      55   2267.38
      56     38.529
      57     75.3698
      58     93.0084
      59    146.824
      60    209.835
      61    286.653
      62    327.776
      63    322.682
