This file was gnenerated on 2021-02-01 19:40:59.609018 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0    681.695
       1    700.426
       2    485.918
       3    261.158
       4    223.878
       5    237.608
       6    110.272
       7     56.6862
       8   7310.89
       9   7919.63
      10   6764.85
      11   5509.73
      12   4685.2
      13   3378.69
      14   1741.11
      15    744.857
      16  20460.8
      17  23118.5
      18  21284.4
      19  19299.8
      20  15505
      21  10993.4
      22   6779.77
      23   2584.75
      24  22049.6
      25  23918.9
      26  21915.4
      27  19635.4
      28  15621.3
      29  11324.9
      30   7031.57
      31   2767.2
      32  20882.5
      33  22583.7
      34  21280.4
      35  18451.5
      36  15051.8
      37  10822.9
      38   6640.2
      39   2582.55
      40  19119.2
      41  21189.6
      42  20053.7
      43  17042.8
      44  13405.3
      45  11109.8
      46   6634.11
      47   2393.64
      48   6351.79
      49   7298.93
      50   6661.68
      51   5502.45
      52   4679.92
      53   3444.29
      54   1709.83
      55    613.064
      56    517.308
      57    476.086
      58    463.727
      59    358.979
      60    232.684
      61    159.798
      62     94.9114
      63     49.477
