This file was gnenerated on 2021-02-01 21:41:23.789243 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0   6738.8
       1  15146
       2  15833.4
       3  15761.7
       4  16137.3
       5  15328.5
       6  15200
       7  12421.8
       8  10938.8
       9  19900.5
      10  19006.1
      11  19737.3
      12  19816.8
      13  20459.6
      14  19343.5
      15  15389.2
      16  13296.3
      17  20545.6
      18  22127.5
      19  22416.2
      20  24042
      21  23620.4
      22  23786.1
      23  17993.8
      24  14430.9
      25  22117.3
      26  24047.4
      27  25153.6
      28  25601.8
      29  24845.3
      30  24358.6
      31  18969.7
      32  13233.9
      33  21132.5
      34  26098.6
      35  26904.1
      36  25799.3
      37  25342.4
      38  25387.7
      39  18438.8
      40  11442.2
      41  19858.4
      42  22440.9
      43  22601.2
      44  22455.4
      45  22223.6
      46  21811.4
      47  13994.2
      48   9127.76
      49  13786.6
      50  15198.7
      51  14381.2
      52  14374.2
      53  14287.7
      54  14022.8
      55   6032.83
      56   3986.52
      57   4874.38
      58   5111.36
      59   4860.48
      60   5264.84
      61   4803.06
      62   4244.15
      63   1069.43
