This file was gnenerated on 2021-02-01 19:41:53.643715 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0   2846.34
       1   3340.16
       2   3835.42
       3   3740.09
       4   3830.17
       5   3829.89
       6   3697.18
       7   3260.89
       8   7418.19
       9  10621.4
      10  10967.5
      11  11389.8
      12  11515.6
      13  10935.6
      14  10709
      15  10104.2
      16   9777.05
      17  15373.5
      18  16826.1
      19  17481.6
      20  18223.3
      21  17786.2
      22  17039.4
      23  15253.7
      24  11499.4
      25  17504
      26  18467.8
      27  18706.1
      28  20571.7
      29  21037.5
      30  20627.5
      31  16377.4
      32  11590.9
      33  18732.7
      34  19603.8
      35  19635.1
      36  19196.2
      37  19637.9
      38  19204.3
      39  15518.9
      40  12350.6
      41  18659.7
      42  17783.8
      43  17328.8
      44  16992.7
      45  17678.6
      46  17098.3
      47  13525.1
      48  12303.4
      49  17593.4
      50  15792.8
      51  15878.2
      52  14670.5
      53  15038.7
      54  15119.9
      55  12487.2
      56  11292.2
      57  15815.6
      58  13915.4
      59  12450.4
      60  11944.4
      61  11358.3
      62  11966.8
      63  10213.6
