bar_id edep
0 3897.2952037164837
1 4969.813504566559
2 5655.6116051195995
3 5232.4919047448375
4 4958.287704971117
5 5058.5884047742575
6 2724.947202610282
7 414.78740047136836
8 9932.748809745424
9 14215.552014238563
10 16574.685016417327
11 16200.92141592716
12 14988.677315516232
13 14316.51901477565
14 10946.768311061916
15 2342.9465025588124
16 14110.193914644866
17 21283.47892231051
18 24816.792625851926
19 24554.134225944563
20 24690.469026385574
21 23669.802625892968
22 20603.494322812065
23 8393.618209414255
24 16217.049318159714
25 25291.239427486264
26 27517.178730659136
27 28134.40073173966
28 29285.78933379487
29 28128.83883269867
30 26082.572330091425
31 14453.724317166174
32 14983.700817530018
33 25848.141929870944
34 26803.837831974837
35 28620.99503449466
36 28381.079934567828
37 28557.22063437858
38 26986.13773274756
39 17648.840621622934
40 10898.03111328179
41 22638.411327904916
42 24105.026229980725
43 26838.343033128458
44 28040.461634693136
45 25850.37773282193
46 24297.815931083547
47 18718.651224296802
48 6832.30990930823
49 17291.214723463585
50 20844.707428107416
51 22009.04242949055
52 23699.820031166197
53 23089.617030195095
54 21687.091429087362
55 15927.753221778845
56 4820.8152066618
57 12195.252417000615
58 16453.400023294136
59 17443.923124298046
60 16643.307523622483
61 17262.519423826663
62 16982.37682372265
63 13764.99721883007
