This file was gnenerated on 2021-02-01 20:22:04.047146 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0   5932.4
       1   4554.02
       2   3064.55
       3   1545.62
       4    747.084
       5    368.784
       6    200.413
       7    100.314
       8  17261.9
       9  18382.9
      10  16683.6
      11  12982.8
      12   9049.99
      13   4951.69
      14   2111.02
      15    501.853
      16  18696.5
      17  20892.5
      18  20620.7
      19  17957.3
      20  15326.1
      21  11123.1
      22   6516.82
      23   2404.11
      24  19548.5
      25  21789.7
      26  21034.2
      27  18610.4
      28  14992
      29  10588.2
      30   6427.26
      31   2492.37
      32  20625.3
      33  22754.3
      34  22767
      35  19721.7
      36  16075.2
      37  10838.9
      38   6089.38
      39   2378.58
      40  17673
      41  21061.3
      42  21052
      43  19552.8
      44  15185.6
      45  11477.2
      46   6546.76
      47   2323.57
      48   4303.05
      49   7180.48
      50   9548.08
      51  10814
      52  10374
      53   8907.65
      54   6015.64
      55   2198.99
      56    379.863
      57    461.196
      58    585.61
      59    488.051
      60    603.556
      61    529.013
      62    814.858
      63    606.748
