bar_id edep
0 569.4632005772788
1 5542.919105196811
2 17825.178216270982
3 14883.364913705287
4 2001.378401868371
5 532.0877006050971
6 336.8753003927801
7 189.64960022767
8 1533.632301618435
9 10260.585710374067
10 44022.726442898485
11 48545.551447429636
12 17543.735617602622
13 3114.3896033802503
14 854.1710010318483
15 468.85510054020784
16 2533.201902889115
17 10581.241911341696
18 46652.62244902524
19 70633.58727453291
20 43071.60424639041
21 10835.04521214642
22 3344.79190390981
23 1259.414801597118
24 2791.559303218348
25 9605.126710891785
26 35533.78253982354
27 72896.75408152066
28 64201.82247233465
29 22376.922926083636
30 6739.12830832274
31 2483.89050317057
32 2805.2995034797827
33 7976.659809756331
34 24226.745828711257
35 59987.69007115767
36 68817.76838166107
37 36848.593144421
38 11693.002414960238
39 4323.776705477506
40 2365.20810319564
41 5802.030807577085
42 15311.900819403389
43 41375.65335138633
44 60935.61927566832
45 44293.90395527993
46 17185.94332186484
47 6111.566508210718
48 2188.398202940494
49 4620.654906474793
50 11401.240014691377
51 26184.50373474032
52 47678.379063122855
53 43424.77965708513
54 22519.931629829574
55 8335.262411039435
56 1703.250002491618
57 3753.8725050121616
58 6643.128609434962
59 15232.319521301622
60 31827.236844005238
61 36461.891050609134
62 21702.384030356938
63 9183.087113026753
