This file was gnenerated on 2021-02-01 21:26:52.831900 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0     54.3042
       1     90.1904
       2    108.727
       3    173.574
       4    205.69
       5    163.36
       6    150.629
       7    145.421
       8   1503.35
       9   2604.15
      10   2800.5
      11   1973.06
      12   1297.66
      13   1145.26
      14   1012.17
      15    894.929
      16   3222.57
      17   8568.92
      18  13421.1
      19  17036.7
      20  18281.5
      21  16121
      22  13458.5
      23   9155.15
      24   3281.15
      25   8678.09
      26  15288.2
      27  21947.5
      28  26188
      29  28267
      30  29243.5
      31  25348.8
      32   3402.76
      33   9111.88
      34  15725.5
      35  21750.8
      36  27430.8
      37  29501
      38  31320.7
      39  27851.8
      40   1370.31
      41   4556.56
      42   9986.08
      43  16277.1
      44  22577.2
      45  26599.3
      46  27918.9
      47  26458.8
      48    116.693
      49    229.713
      50    708.687
      51   2029.93
      52   4142.78
      53   8211.51
      54  11416.3
      55  13387.8
      56     72.0438
      57    158.206
      58    204.21
      59    282.815
      60    538.03
      61    769.663
      62   1228.97
      63   1638.65
