This file was gnenerated on 2021-02-01 20:34:01.579311 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0   3306.59
       1   4311.72
       2   4760.33
       3   4961.23
       4   5013.8
       5   4910.1
       6   4161.22
       7    994.73
       8   8477.96
       9  12203.7
      10  14583.8
      11  14472.8
      12  14385.2
      13  14521
      14  13140.1
      15   5663.72
      16  11902.2
      17  19576.9
      18  21752.1
      19  22479.5
      20  22471.2
      21  22560.5
      22  21234.4
      23  13203.3
      24  13598.5
      25  21291.4
      26  23361.2
      27  25000.4
      28  26958
      29  26123.2
      30  24973.4
      31  18253.9
      32  14326
      33  23140.8
      34  23385.7
      35  25442.2
      36  25222.6
      37  26233.7
      38  23699.8
      39  17903.7
      40  13740.9
      41  21220
      42  21324.4
      43  22763.7
      44  23384.9
      45  22967
      46  21471.4
      47  17339.9
      48  10696.6
      49  21154.8
      50  20820
      51  19718.4
      52  19859
      53  19386.4
      54  18709.9
      55  16378.7
      56   7021.76
      57  16918.3
      58  17198.2
      59  16366
      60  15973.5
      61  15866.2
      62  15615.1
      63  12431.3
