This file was gnenerated on 2021-02-01 20:08:15.251483 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0    279.813
       1    752.898
       2   2828.83
       3   4505.04
       4   5124.05
       5   5073.99
       6   4725.43
       7   2807.85
       8   2627.44
       9   8018.23
      10  13526
      11  15126.1
      12  14790.2
      13  13726.4
      14  10630
      15   4599.57
      16  13114.9
      17  19652.4
      18  21033.6
      19  21656.3
      20  21136.1
      21  19162.6
      22  13348.8
      23   5679.49
      24  19059.2
      25  22717.9
      26  23429.4
      27  21986.1
      28  21917.4
      29  20257.5
      30  14092.5
      31   5493.12
      32  17807.3
      33  21067.1
      34  21181.4
      35  22894.2
      36  22896.5
      37  20681.7
      38  13906.9
      39   5480.37
      40  15785.5
      41  19984.9
      42  21491.3
      43  22995.9
      44  23024.6
      45  20269.6
      46  14690.9
      47   5022.1
      48  14886.2
      49  18779.1
      50  21090.7
      51  22681.4
      52  21886.1
      53  18466.5
      54   8283.17
      55   1881.71
      56  13280.7
      57  17910.4
      58  19903.6
      59  20311
      60  17962.7
      61   9573.87
      62   2435.04
      63    803.346
