This file was gnenerated on 2021-02-01 21:24:11.463638 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0     40.9954
       1     76.8558
       2     74.8808
       3     84.0629
       4    127.194
       5    117.833
       6    126.081
       7     86.6144
       8    151.257
       9    239.327
      10    428.927
      11    418.04
      12    539.79
      13    467.268
      14    573.784
      15    328.628
      16   4106.17
      17   9026.08
      18  11847.2
      19  12310.7
      20  11605.2
      21   8213.8
      22   5566.11
      23   3142.34
      24   4305.08
      25  12715.1
      26  21322.8
      27  28806.5
      28  33947.7
      29  34831.6
      30  33773.7
      31  26473.4
      32   3359.47
      33  10931.5
      34  20210.8
      35  28669.3
      36  35445.1
      37  38140.3
      38  40796.9
      39  36570.4
      40    319.025
      41   1268.54
      42   3933.47
      43   9631.91
      44  16173.7
      45  24052.7
      46  30930.5
      47  31419.9
      48    117.939
      49    301.175
      50    428.695
      51    852.876
      52   1423.77
      53   2756.49
      54   3904.74
      55   5618.9
      56     78.8005
      57    207.678
      58    154.974
      59    210.628
      60    314.774
      61    445.539
      62    620.727
      63    721.91
