bar_id edep
0 971.0869013581215
1 972.9109013613024
2 707.6952009051339
3 364.897400481987
4 286.27750034500514
5 160.80260021345666
6 124.1390001754287
7 66.5689000905525
8 10399.601913033246
9 11477.081114407862
10 10702.258612735355
11 9142.596610794955
12 7684.618008749356
13 5408.490805983657
14 3069.861503325687
15 1002.6831011162645
16 19604.36492486322
17 20210.076125372652
18 19255.58892355174
19 17461.62602047612
20 13879.17201614564
21 10297.841811642995
22 5626.975706234269
23 1936.4059022274137
24 19785.034924850537
25 22171.598027099288
26 19806.746423463414
27 16688.61371915164
28 13676.327915628626
29 10190.811611067602
30 6070.635206309898
31 2250.9919022959966
32 20333.834525111262
33 22932.410727266182
34 21202.323524957574
35 18172.643721235243
36 14954.837916678393
37 10714.784911435028
38 6327.577606576941
39 2397.7373024853086
40 18638.564324514493
41 20517.771225599517
42 19647.283923933945
43 17315.110219818638
44 13744.417515625237
45 10017.457311155244
46 5949.877006294648
47 2113.332202216183
48 9822.60861282278
49 10813.015213591654
50 9847.824012066905
51 8835.81321045736
52 7144.261808180988
53 5526.762206133352
54 3095.936903308814
55 1159.9934011623554
56 929.2654012193121
57 831.3427010549638
58 857.6683010667481
59 466.9629006292453
60 352.01250042815286
61 181.73110023288183
62 183.49950022609485
63 53.58520007688801
