This file was gnenerated on 2021-02-01 20:39:16.812893 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0    540.77
       1   5293.97
       2  16440.2
       3  14206.6
       4   2039.38
       5    710.313
       6    288.059
       7    179.783
       8   1645.57
       9   8530.34
      10  40566.2
      11  46609.2
      12  16721.5
      13   3479.59
      14   1080.98
      15    427.24
      16   2222.84
      17   9086.63
      18  44816.2
      19  70904.3
      20  43435.1
      21  10608.3
      22   3006.26
      23   1141.32
      24   2858.99
      25   9769.69
      26  35497
      27  73692.6
      28  63685.8
      29  22986
      30   7077.61
      31   2256.46
      32   2856.25
      33   8069.29
      34  24255.4
      35  60042.2
      36  69012.2
      37  35594.3
      38  12277.6
      39   4091.91
      40   2830.02
      41   5861.56
      42  15519
      43  42312.3
      44  60778.1
      45  43539
      46  17522.1
      47   6158.29
      48   2138.88
      49   4720.23
      50  10658.3
      51  27895.4
      52  47671.4
      53  44196.3
      54  22143.6
      55   8435.36
      56   2031.77
      57   3557.81
      58   7267
      59  15395.2
      60  31951.2
      61  36600.6
      62  22282
      63   9613.63
