This file was gnenerated on 2021-02-01 19:46:06.800813 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0   7847.64
       1  10619.1
       2   2921.1
       3    846.398
       4    441.154
       5    297.876
       6    198.587
       7    151.599
       8  14535.6
       9  31011.8
      10  29022.5
      11  10628.5
      12   2976.09
      13   1124.83
      14    730.799
      15    409.527
      16  13265.2
      17  38876.1
      18  51101.3
      19  42387.1
      20  19651.1
      21   6599.81
      22   2756.14
      23   1230.99
      24   4563.22
      25  24543.4
      26  53004.5
      27  60154.9
      28  49830.6
      29  27033.3
      30  10077.2
      31   4032.06
      32   2334
      33   7124.91
      34  27603.1
      35  55036.2
      36  58929.5
      37  47953.1
      38  28106.4
      39  11082.5
      40   1192.59
      41   3270.35
      42   8416.66
      43  25651.6
      44  43577.6
      45  49942.6
      46  42772.3
      47  24919.5
      48    725.366
      49   1921.41
      50   3301.32
      51   7772.78
      52  18274
      53  34271.1
      54  39187.3
      55  32159.4
      56    563.329
      57    876.618
      58   1587.59
      59   3205.7
      60   6650.72
      61  13001.6
      62  24792.4
      63  27109.6
