This file was gnenerated on 2021-02-01 19:41:58.286631 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0   3329.85
       1   4042.07
       2   3710.05
       3   4060.86
       4   3832.31
       5   3563.57
       6   3606.66
       7   2583.19
       8   9310.15
       9  11497.8
      10  11343.3
      11  12278.3
      12  11679.8
      13  11527.9
      14  11116
      15   6885.89
      16  14267.9
      17  17617.8
      18  18193.6
      19  18419
      20  17117.7
      21  17596.7
      22  15772.8
      23   9225.1
      24  17041.4
      25  20267.3
      26  19914.6
      27  21357.4
      28  21252.2
      29  19455.3
      30  17228.7
      31  11635.3
      32  16010.1
      33  19433.7
      34  20054.5
      35  19530.8
      36  20027.6
      37  18348.3
      38  17401.9
      39  12402
      40  14303.1
      41  18759.8
      42  18410.1
      43  17983.9
      44  18686.8
      45  18123.2
      46  16210.9
      47  10998.2
      48  11891.4
      49  15974.9
      50  15260.1
      51  15417
      52  14823.4
      53  15774.4
      54  16467.4
      55  11981.3
      56   9666.44
      57  12383
      58  11897.6
      59  12129.3
      60  12858.5
      61  14266.5
      62  15340
      63  12016.9
