This file was gnenerated on 2021-02-01 21:15:01.192302 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0   1034.28
       1   4296.57
       2   5127.93
       3   4669.23
       4   4571.17
       5   4766.28
       6   4717.71
       7   3190.39
       8   6383.92
       9  13495.6
      10  14507.8
      11  14479.7
      12  13475.9
      13  13590.3
      14  13213.8
      15   8813.95
      16  13190.7
      17  21529.3
      18  22067.2
      19  21938.7
      20  21331.7
      21  20525.8
      22  18151.5
      23  11910.3
      24  18880.1
      25  25412.9
      26  26125.2
      27  26099.1
      28  25702.7
      29  23396
      30  21125.4
      31  14727.4
      32  19096.3
      33  24495.2
      34  24510.6
      35  24215.2
      36  24149.1
      37  22953.8
      38  21776.5
      39  14920.8
      40  18599
      41  23410.2
      42  22228.4
      43  22994.7
      44  22175
      45  21327.9
      46  20991
      47  15099.5
      48  15612.7
      49  19636
      50  19286.7
      51  19235.4
      52  19274.7
      53  20090.2
      54  20180.6
      55  11308.9
      56  12726.6
      57  14838.5
      58  14835.9
      59  15317.6
      60  15602.4
      61  17165.3
      62  16005.3
      63   6745.94
