This file was gnenerated on 2021-02-01 21:41:45.534058 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0   2709.61
       1   4713.82
       2   3900.89
       3   1384.64
       4    546.886
       5    359.71
       6    260.793
       7    201.905
       8   3497.36
       9   9157.27
      10  13800
      11  14482.1
      12  10295
      13   5479.91
      14   2548.07
      15   1057.19
      16   3802.64
      17   9758.69
      18  15828.9
      19  20891.3
      20  22931.7
      21  20955.7
      22  15373.6
      23   8410.08
      24   3735.38
      25   9735.86
      26  15910.7
      27  20985.3
      28  24678.2
      29  25569.1
      30  26087.4
      31  20877.4
      32   3773.52
      33   9746.27
      34  16195.7
      35  20948.2
      36  25018.3
      37  27505.7
      38  27250.5
      39  23130.5
      40   2009.36
      41   7699.96
      42  15167.6
      43  22051.5
      44  25750.8
      45  27254.2
      46  27973.5
      47  23741.3
      48    455.237
      49   1031.87
      50   4334.01
      51  11360.1
      52  19085
      53  24553.4
      54  27418.9
      55  23422.7
      56    192.527
      57    367.088
      58    749.036
      59   1871.61
      60   4081.49
      61   8811.48
      62  14204.3
      63  16391.4
