This file was gnenerated on 2021-02-01 20:53:05.266040 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0    234.27
       1    395.369
       2    491.346
       3   1998.18
       4  14311.8
       5  17657.7
       6   6129.54
       7    456.149
       8    451.297
       9   1068.02
      10   3182.41
      11  16988.1
      12  47946.7
      13  42592.9
      14   9986.96
      15   1385.26
      16   1439.39
      17   3600.64
      18  11447.9
      19  43572.1
      20  71431.3
      21  47146.8
      22  11200.3
      23   2276.82
      24   2653.93
      25   6994.18
      26  23692.5
      27  64320.6
      28  73908.2
      29  35914.3
      30   9623.03
      31   2578.54
      32   4512.9
      33  12356.4
      34  34607.7
      35  69292.4
      36  60079.8
      37  24357.2
      38   8644.93
      39   2818.23
      40   6143.35
      41  17170.7
      42  43096.2
      43  61399.2
      44  41592.2
      45  15752.7
      46   6308.26
      47   2539.99
      48   7677.79
      49  21934
      50  43529.9
      51  45288.4
      52  25349.7
      53  10851.9
      54   4812.64
      55   2205.99
      56   9476.93
      57  22677.4
      58  35686.4
      59  31336.7
      60  14988.3
      61   7296.06
      62   3201.52
      63   2001.53
