This file was gnenerated on 2021-02-01 20:09:17.020476 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0   3023.17
       1   3692.16
       2   3566.57
       3   4178.67
       4   3602.69
       5   3848.49
       6   4039.26
       7   3620.31
       8   7294.84
       9  10679
      10  10174.3
      11  10502.8
      12  11427.9
      13  11643.7
      14  11704.2
      15  10511.8
      16  10264.5
      17  15926.6
      18  16107
      19  16859.3
      20  17428.5
      21  18664.8
      22  18147.2
      23  14578.4
      24  11724.7
      25  18437
      26  19826.4
      27  19701.5
      28  20126.5
      29  20278.5
      30  20363.8
      31  16353.2
      32  12498.8
      33  18138.1
      34  19491.8
      35  19950.3
      36  19888.3
      37  19169
      38  19643.6
      39  15780
      40  11932.4
      41  17075.2
      42  18043.5
      43  17496.5
      44  17296.4
      45  18233.3
      46  18170
      47  13451.2
      48  12160.7
      49  17575.6
      50  16320
      51  15347.1
      52  14567.5
      53  15247.5
      54  15774
      55  12413.1
      56  10549.1
      57  16057.5
      58  14197.1
      59  12399.4
      60  12381.6
      61  11958.4
      62  12738.8
      63  10221.6
