This file was gnenerated on 2021-02-01 20:21:39.768317 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0   3310.6
       1   3853.06
       2   4608.16
       3   4352.57
       4   3946.91
       5   4242.95
       6   4021.49
       7   2165.56
       8   7725.45
       9  12200.2
      10  12497
      11  12977.7
      12  12789.8
      13  12845.1
      14  12290.6
      15   8671.34
      16  11099.7
      17  17126.2
      18  18722.7
      19  19163.3
      20  19495.2
      21  19814.7
      22  19609.7
      23  14977.1
      24  12447.1
      25  18763.3
      26  20923.8
      27  23221.2
      28  22805.1
      29  23389.1
      30  21860.4
      31  17189.8
      32  13243.8
      33  18788.9
      34  20288.9
      35  21725.2
      36  21913.1
      37  22712.6
      38  21892.5
      39  16856.8
      40  13499.3
      41  19074.9
      42  19379.7
      43  19964.5
      44  19817.2
      45  20927.5
      46  19913.3
      47  15343
      48  13479.2
      49  19079
      50  17777.2
      51  16930.1
      52  17263.7
      53  17684.6
      54  17157.8
      55  12895.2
      56  10140.9
      57  17883.9
      58  15475.8
      59  14024.1
      60  13211.4
      61  14018.4
      62  13898.8
      63  10187
