This file was gnenerated on 2021-02-01 20:33:18.674409 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0  15010.2
       1  19729.9
       2  21909.4
       3  21349.5
       4  15299
       5   5889.79
       6   1791.1
       7    729.8
       8  17146.2
       9  22109.8
      10  23427.9
      11  25255.3
      12  24181.4
      13  16576.9
      14   5700.82
      15   1602.25
      16  16901.5
      17  23421
      18  25319.9
      19  25866.2
      20  24986.8
      21  22421.9
      22  13890.2
      23   4001.3
      24  18873.2
      25  23393.1
      26  25115
      27  27884
      28  27480.1
      29  23185.7
      30  15865.6
      31   6120.13
      32  17419.2
      33  22373.4
      34  25187.9
      35  25383.9
      36  26056.4
      37  23023.2
      38  14904.5
      39   6025.4
      40   8195.29
      41  17939.3
      42  22522.5
      43  23190
      44  23283.2
      45  20840
      46  14555.6
      47   5785.16
      48   1218.69
      49   5046.28
      50  12629.2
      51  16161.1
      52  16944
      53  16071.7
      54  12754.9
      55   5383.17
      56    215.362
      57    507.688
      58   1128.01
      59   4446.03
      60   5558.95
      61   5287.93
      62   5650.28
      63   3365.61
