This file was gnenerated on 2021-02-01 19:36:49.576802 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0    376.908
       1   1270.14
       2   6210.14
       3   6711.03
       4   6295.98
       5   5827.52
       6   5892.56
       7   4806.55
       8   1591.69
       9   7942.47
      10  18846.7
      11  18532.9
      12  18299
      13  18125.1
      14  17558.2
      15  11790.2
      16   4966.48
      17  18839.9
      18  27945
      19  29405.8
      20  28819.2
      21  28171.9
      22  25669.2
      23  15587.6
      24  10817.6
      25  27160.5
      26  32072.1
      27  34455.8
      28  33859.1
      29  31059.9
      30  27843.5
      31  14309
      32  15673.6
      33  27521.1
      34  32535.6
      35  34542.2
      36  33317.3
      37  31079.8
      38  24413.7
      39   9400.23
      40  16339.1
      41  25993.2
      42  29531.1
      43  29216.7
      44  28862.3
      45  26915.2
      46  18249
      47   6676.97
      48  17113.3
      49  23106.7
      50  24464.1
      51  24687.3
      52  23802.8
      53  22185
      54  12899.9
      55   4935.73
      56  14614.8
      57  18827.4
      58  19916.8
      59  19165.3
      60  18371.6
      61  16707
      62   7945.63
      63   3491.38
