This file was gnenerated on 2021-02-01 20:25:22.196107 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0     52.5555
       1     58.835
       2     77.0963
       3     87.703
       4     70.7488
       5    218.98
       6    176.785
       7    192.149
       8    113.591
       9    144.528
      10    164.925
      11    180.807
      12    320.418
      13    436.496
      14    486.384
      15    485.559
      16    176.255
      17    332.126
      18    666.635
      19   1238.33
      20   2090.55
      21   2906.62
      22   3640.4
      23   3744.04
      24   5350.53
      25  14457.7
      26  23794.5
      27  33701.8
      28  41309.5
      29  47516
      30  49559.6
      31  46252.5
      32   5308.98
      33  14384.5
      34  23358.2
      35  33815.3
      36  41187.9
      37  46689.7
      38  50511.2
      39  45889.6
      40    215.458
      41    482.369
      42   1109.01
      43   1186.83
      44   2095.55
      45   3276.42
      46   3681.57
      47   3758.07
      48    112.579
      49    106.512
      50    175.276
      51    207.334
      52    301.849
      53    360.689
      54    448.983
      55    492.259
      56     36.4727
      57     53.1057
      58    110.25
      59    120.47
      60    102.721
      61    193.98
      62    172.094
      63    168.357
