bar_id edep
0 3629.8713033763647
1 4240.218704046841
2 4032.8890037024526
3 4100.236503771515
4 3344.000303317052
5 3381.6253031532333
6 3261.8829032242274
7 2589.168302420154
8 10567.816410195172
9 11961.941711965705
10 11890.908111701805
11 11514.562111298546
12 10751.172411034133
13 10954.007310771987
14 10229.030609885955
15 7450.321107073701
16 14861.679115835446
17 17798.745718677455
18 18312.515019364182
19 17450.504618842177
20 17638.778618791217
21 16626.856717624512
22 14818.049215741943
23 9631.672110321015
24 16157.186118656156
25 20910.15452326647
26 20388.121523707487
27 20595.043723333987
28 20130.371723109212
29 19885.47842229768
30 17340.372019167367
31 11100.622911911354
32 15723.389319177812
33 20687.897424640327
34 21103.483425979994
35 20599.30742527974
36 21137.442025261236
37 19192.263022706193
38 16184.04291913872
39 11603.517013633436
40 14203.780917671134
41 18659.531023403364
42 18939.484224094347
43 18174.75512370517
44 16926.062621698133
45 17127.851621375896
46 16038.111720702926
47 11808.370914884348
48 12448.745216396917
49 15806.600321226502
50 15957.421921339304
51 16725.263322199633
52 15270.102220255521
53 15927.741120053375
54 15811.190420802377
55 12309.116016149856
56 10116.642514143621
57 11771.859216694673
58 13078.790218090156
59 12878.758018175933
60 12769.727217782585
61 13268.660918158406
62 14601.631020576184
63 11072.285915472477
