This file was gnenerated on 2021-02-01 21:10:52.997815 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0   5820.97
       1   7776.87
       2   7220.06
       3   7439.5
       4   6973.33
       5   3631.12
       6    566.638
       7    367.016
       8  11588.2
       9  21555.3
      10  22245
      11  22602
      12  22578.2
      13  16258.4
      14   3512.37
      15   1023.23
      16  10913.9
      17  28793.7
      18  33768.1
      19  33200.4
      20  33774.8
      21  28609.3
      22  11788
      23   2784.98
      24   8204.23
      25  26031.8
      26  36875.1
      27  39581.4
      28  40568.9
      29  35542.4
      30  20784.3
      31   6238.2
      32   6163.01
      33  19669.8
      34  33132.1
      35  38086
      36  39882.2
      37  36960.6
      38  26458.4
      39  10099.2
      40   4904.35
      41  11916.3
      42  25801
      43  33038.3
      44  36308
      45  34418
      46  28231.2
      47  13484.6
      48   3566.91
      49   8278.22
      50  19336.8
      51  26108.3
      52  29014.1
      53  29660.7
      54  25710.1
      55  16437.7
      56   2474.71
      57   5628.08
      58  11319.1
      59  19259.7
      60  21849
      61  21888.1
      62  22084.9
      63  14825.5
