This file was gnenerated on 2021-02-01 21:01:40.161381 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0    478.883
       1    401.823
       2    491.813
       3    486.935
       4    416.579
       5    209.182
       6    142.345
       7     58.9927
       8   6895.19
       9   7717.82
      10   7621.52
      11   6382.51
      12   4681.11
      13   3306.7
      14   1932.53
      15    735.654
      16  19435.9
      17  21016.6
      18  20841.3
      19  18025.9
      20  15120.7
      21  10768.1
      22   6541.1
      23   2523.68
      24  22061.7
      25  23058.1
      26  20492.5
      27  18887.3
      28  15360.6
      29  10530.2
      30   6091.95
      31   2404.68
      32  21915.1
      33  23863.9
      34  21021.1
      35  19845.7
      36  15935.4
      37  11310.6
      38   6480.56
      39   2316.9
      40  20527.8
      41  22300.6
      42  20128.9
      43  17950.6
      44  15008.1
      45  10612.8
      46   6288.17
      47   2403.79
      48   6932.78
      49   7718.1
      50   7056.96
      51   6122.91
      52   4854.02
      53   3460
      54   2006.61
      55    762.301
      56    451.393
      57    491.175
      58    348.077
      59    319.061
      60    216.58
      61    141.563
      62     79.7633
      63     73.8104
