This file was gnenerated on 2021-02-01 21:38:13.598443 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id        edep
       0    110.752
       1    117.814
       2    111.581
       3     99.2901
       4    122.175
       5     62.2707
       6     63.5327
       7     43.0977
       8    353.544
       9    439.129
      10    454.681
      11    478.614
      12    545.958
      13    359.971
      14    343.079
      15    118.903
      16   3024.15
      17   4375.76
      18   6717.89
      19  10464
      20  11981
      21  11474
      22   8701.02
      23   3940.11
      24  25951.7
      25  32536.7
      26  33860.3
      27  33350.7
      28  28867.8
      29  21140.1
      30  13411.1
      31   4751.28
      32  38249
      33  41582.1
      34  39740.3
      35  35872
      36  29815.7
      37  20792.3
      38  11116.2
      39   3936.37
      40  33420.4
      41  32173.7
      42  24718.2
      43  17791.2
      44  10191.2
      45   4360.72
      46   1121.86
      47    356.512
      48   6467.59
      49   5108.54
      50   2780.61
      51   1296.19
      52    668.251
      53    401.02
      54    231.916
      55    125.524
      56    591.069
      57    595.951
      58    381.64
      59    349.696
      60    234.185
      61    206.373
      62    152.211
      63     57.0631
