bar_id edep
0 4881.355504433673
1 6870.435506368782
2 5874.28510557925
3 6077.924505964911
4 6634.808306290293
5 5544.872605320969
6 1143.3050012085996
7 241.59240028756653
8 12223.608211735444
9 18686.82201834591
10 19491.304319302526
11 17836.026618408734
12 18912.648219074
13 18198.314017854475
14 7433.894507724508
15 1320.9612015089674
16 15893.212416445762
17 26154.313327981246
18 30262.754931953426
19 29901.029331692214
20 29632.61243103205
21 26893.461328805286
22 17966.53121949574
23 4701.400805266179
24 14638.381615984226
25 28246.925732075335
26 33695.18343771428
27 35274.07393971285
28 33144.85633757184
29 30725.61833590028
30 24785.82332851317
31 9207.766611023846
32 10226.474811824351
33 25634.751030076008
34 32005.094437618245
35 33065.98374021133
36 32985.90643958263
37 31080.44193848629
38 27294.9809327237
39 14618.198118056944
40 6837.929108449807
41 19234.364023849168
42 27340.966934332853
43 28742.478636439628
44 29483.35193671891
45 27987.60933564985
46 25113.34603195883
47 16509.443020883176
48 4571.741606372167
49 13263.936017420388
50 21759.38562819936
51 24007.11913150258
52 26126.95453398985
53 24978.47823261881
54 22695.643530592723
55 16484.19352239922
56 3610.093104934198
57 8128.046211066529
58 15630.777521332031
59 18637.198725989365
60 19331.004726901454
61 19577.551626709504
62 18735.034226461194
63 13248.714919300333
