This file was gnenerated on 2021-02-01 19:28:42.513460 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id       edep
       0  31180.6
       1  19490.3
       2  10090.3
       3   4805.46
       4   2639.74
       5   1585.56
       6   1047.46
       7    477.2
       8  41564.2
       9  49994.4
      10  28146.5
      11  12092.3
      12   5251.34
      13   2814.47
      14   1722.47
      15    809.793
      16  21954.9
      17  52282.2
      18  69274.4
      19  39309.7
      20  14598.5
      21   5530.49
      22   2614.75
      23   1299.61
      24   7837.17
      25  21215.5
      26  54983.7
      27  84914
      28  52162.8
      29  15643.5
      30   5537.84
      31   2090.18
      32   2973.58
      33   7045.57
      34  17511.5
      35  50505
      36  93898.7
      37  60273.2
      38  14685.5
      39   3905.48
      40    846.935
      41   1679.68
      42   3921.33
      43   9497.69
      44  34815.8
      45  81081.5
      46  55046.8
      47   8047.56
      48    355.27
      49    484.283
      50    779.388
      51   1425.63
      52   3586.52
      53  14447.3
      54  46225.1
      55  26806
      56    151.317
      57    249.859
      58    215.921
      59    304.02
      60    471.627
      61    648.324
      62   1888.9
      63   9127.24
