This file was gnenerated on 2021-02-01 19:53:47.439247 by Grant Finneman. This contains the extracted data from the Gate simulations
The edep for each bar was summed up and printed to this file. The only math operation done has been addition.

  bar_id      edep
       0  11372.2
       1  14064.7
       2  13784.5
       3  14300
       4  14303.3
       5  14887.3
       6  17016.7
       7  10872.4
       8  13396.6
       9  16838.3
      10  17366.6
      11  18485.2
      12  18329.1
      13  18540.9
      14  18206.5
      15  12081
      16  15517.1
      17  18855.8
      18  20869.6
      19  21090.4
      20  19975.2
      21  20371.8
      22  19290.7
      23  12977.6
      24  15701.4
      25  20697.4
      26  22712.4
      27  23219.9
      28  23034.2
      29  21504.1
      30  19633.2
      31  12729.2
      32  17869.3
      33  21720.4
      34  22773.7
      35  23907.3
      36  24711.5
      37  23348.7
      38  20570.8
      39  12769.8
      40  15651.5
      41  18932.8
      42  19881.4
      43  20934.5
      44  21186.9
      45  20894.2
      46  17485.4
      47  11381.9
      48   9884.1
      49  12249.1
      50  12559.6
      51  13052.9
      52  12701.6
      53  13066.5
      54  11600.2
      55   8583.11
      56   2626.01
      57   4456.94
      58   3936.93
      59   4417.19
      60   4357.06
      61   4232.16
      62   3990.24
      63   3564.16
